"","match_id","league","match_date","home_team","home_score","away_team","away_score","avg_odds_home_win","avg_odds_draw","avg_odds_away_win","max_odds_home_win","max_odds_draw","max_odds_away_win","top_bookie_home_win","top_bookie_draw","top_bookie_away_win","n_odds_home_win","n_odds_draw","n_odds_away_win"
"67074",307676,"USA: MLS","2007-11-04","Chivas USA",0,"Sporting Kansas City",0,1.698,3.282,4.717,1.95,3.4,5.25,"188BET","Ladbrokes","Unibet",20,20,20
"67251",307991,"USA: MLS","2007-11-09","New England Revoluti",1,"Chicago Fire",0,1.9205,3.1842,3.6484,2,3.35,4.13,"Betway","Pinnacle Sports","Pinnacle Sports",19,19,19
"67764",308901,"USA: MLS","2007-11-11","Houston Dynamo",2,"Sporting Kansas City",0,1.7119,3.2857,4.5676,1.8,3.66,5,"188BET","Pinnacle Sports","188BET",21,21,21
"68001",309501,"USA: MLS","2007-11-18","New England Revoluti",1,"Houston Dynamo",2,2.696,3.066,2.4465,3.1,3.25,2.68,"bet365","Unibet","10Bet",20,20,20
"76879",325382,"USA: MLS","2008-03-29","Columbus Crew",2,"Toronto FC",0,1.7,3.3056,4.5756,1.75,3.5,5.5,"bet-at-home","Unibet","bet365",9,9,9
"76880",325383,"USA: MLS","2008-03-29","Real Salt Lake",1,"Chicago Fire",1,2.3378,3.1222,2.7489,2.5,3.2,2.9,"DOXXbet","Betway","bet-at-home",9,9,9
"77123",325847,"USA: MLS","2008-03-30","New England Revoluti",3,"Houston Dynamo",0,2.149,3.175,3.012,2.25,3.25,3.2,"Expekt","Unibet","bet-at-home",10,10,10
"77124",325848,"USA: MLS","2008-03-30","Sporting Kansas City",2,"DC United",0,2.52,3.156,2.492,2.54,3.2,2.54,"bet365","bet-at-home","Betway",10,10,10
"77125",325849,"USA: MLS","2008-03-30","Colorado Rapids",4,"Los Angeles Galaxy",0,2.352,3.16,2.689,2.4,3.2,2.9,"bet-at-home","bet365","Expekt",10,10,10
"77126",325850,"USA: MLS","2008-03-30","FC Dallas",1,"Chivas USA",1,2.3554,3.2277,2.8746,2.85,3.5,6,"Pinnacle Sports","Ladbrokes","Ladbrokes",13,13,13
"77317",326220,"USA: MLS","2008-04-04","Chicago Fire",4,"New England Revoluti",0,2.285,3.2005,2.8323,2.4,3.56,3.1,"188BET","Pinnacle Sports","bet365",22,22,22
"77318",326221,"USA: MLS","2008-04-04","Los Angeles Galaxy",2,"San Jose Earthquakes",0,1.711,3.355,4.381,1.8,3.5,5,"bet365","bet-at-home","bwin",10,10,10
"77881",327291,"USA: MLS","2008-04-06","DC United",4,"Toronto FC",1,1.4413,3.7063,6.8625,1.45,3.75,7.9,"bet-at-home","bet365","DOXXbet",8,8,8
"77882",327292,"USA: MLS","2008-04-06","New York Red Bulls",2,"Columbus Crew",0,1.9444,3.1944,3.5178,2,3.25,3.65,"bet365","bet365","Expekt",9,9,9
"77883",327293,"USA: MLS","2008-04-06","Sporting Kansas City",3,"Colorado Rapids",2,1.9757,3.2424,3.4562,2.1,3.54,3.9,"888sport","Pinnacle Sports","188BET",21,21,21
"77884",327294,"USA: MLS","2008-04-06","Chivas USA",3,"Real Salt Lake",1,1.51,3.5727,6.1777,1.55,4.25,7.1,"188BET","Pinnacle Sports","188BET",22,22,22
"77885",327295,"USA: MLS","2008-04-06","Houston Dynamo",3,"FC Dallas",3,1.8618,3.2745,3.7995,1.92,3.69,4.44,"Jetbull","Pinnacle Sports","Pinnacle Sports",22,22,22
"78039",327594,"USA: MLS","2008-04-10","Sporting Kansas City",1,"New England Revoluti",3,2.1233,3.1895,3.1252,2.4,3.3,3.39,"188BET","188BET","Pinnacle Sports",21,21,21
"78424",328241,"USA: MLS","2008-04-12","San Jose Earthquakes",0,"Chicago Fire",1,2.579,3.135,2.493,2.85,3.25,2.8,"Expekt","Unibet","bet-at-home",10,10,10
"78661",328699,"USA: MLS","2008-04-13","Columbus Crew",4,"Chivas USA",3,2.4175,3.1565,2.659,2.71,3.38,2.8,"Pinnacle Sports","Pinnacle Sports","bet-at-home",20,20,20
"78662",328700,"USA: MLS","2008-04-13","New England Revoluti",0,"Colorado Rapids",1,1.7265,3.327,4.393,1.8,3.99,5.16,"bet-at-home","Pinnacle Sports","Pinnacle Sports",20,20,20
"78663",328701,"USA: MLS","2008-04-13","Sporting Kansas City",0,"Houston Dynamo",0,2.238,3.173,2.906,2.5,3.41,3.1,"Pinnacle Sports","Pinnacle Sports","bet-at-home",20,20,20
"78664",328702,"USA: MLS","2008-04-13","FC Dallas",2,"New York Red Bulls",0,2.108,3.19,3.09,2.2,3.25,3.2,"Expekt","bet365","bet-at-home",10,10,10
"78665",328703,"USA: MLS","2008-04-13","Real Salt Lake",4,"DC United",0,3.057,3.175,2.129,3.27,3.25,2.2,"DOXXbet","bet365","Unibet",10,10,10
"78666",328704,"USA: MLS","2008-04-13","Los Angeles Galaxy",2,"Toronto FC",3,1.5381,3.5019,6.0924,1.67,3.99,6.75,"Ladbrokes","Pinnacle Sports","Betway",21,21,21
"78890",329116,"USA: MLS","2008-04-18","DC United",1,"Columbus Crew",2,1.72,3.34,4.308,1.85,3.4,4.7,"bwin","bet-at-home","Expekt",10,10,10
"79193",329693,"USA: MLS","2008-04-19","Toronto FC",1,"Real Salt Lake",0,2.2032,3.2018,2.9536,2.35,3.35,3.22,"SBOBET","188BET","Pinnacle Sports",22,22,22
"79448",330156,"USA: MLS","2008-04-20","New York Red Bulls",1,"New England Revoluti",1,2.303,3.155,2.78,2.45,3.2,2.9,"DOXXbet","bet365","Expekt",10,10,10
"79449",330157,"USA: MLS","2008-04-20","Colorado Rapids",0,"San Jose Earthquakes",2,1.588,3.455,5.224,1.66,3.55,6.14,"bet365","DOXXbet","DOXXbet",10,10,10
"79450",330158,"USA: MLS","2008-04-20","Los Angeles Galaxy",2,"Houston Dynamo",2,2.5191,3.1923,2.535,3.04,3.3,2.75,"Pinnacle Sports","bet365","888sport",22,22,22
"79451",330159,"USA: MLS","2008-04-20","Chicago Fire",0,"Sporting Kansas City",1,2.0232,3.2691,3.5068,4,3.57,4,"Ladbrokes","Pinnacle Sports","bet365",22,22,22
"79471",330222,"USA: MLS","2008-04-21","Chivas USA",0,"FC Dallas",2,1.9255,3.2714,3.5836,2.1,3.77,4.3,"bet-at-home","Pinnacle Sports","188BET",22,22,22
"79636",330547,"USA: MLS","2008-04-25","FC Dallas",0,"New England Revoluti",1,2.2191,3.2157,2.9357,2.5,3.51,3.4,"BetVictor","Pinnacle Sports","Betsson",23,23,23
"79959",331155,"USA: MLS","2008-04-26","Toronto FC",2,"Sporting Kansas City",0,2.3452,3.2074,2.7413,2.65,3.37,2.9,"188BET","Pinnacle Sports","Jetbull",23,23,23
"80152",331585,"USA: MLS","2008-04-27","Columbus Crew",1,"Houston Dynamo",0,2.1561,3.2009,3.0743,2.5,3.3,3.4,"Pinnacle Sports","188BET","bet-at-home",23,23,23
"80153",331586,"USA: MLS","2008-04-27","DC United",4,"Real Salt Lake",1,1.735,3.295,4.321,1.8,3.4,4.91,"bet365","DOXXbet","DOXXbet",10,10,10
"80154",331587,"USA: MLS","2008-04-27","Chicago Fire",2,"Colorado Rapids",1,1.8355,3.245,3.9682,2.04,3.35,4.5,"188BET","188BET","bwin",22,22,22
"80155",331588,"USA: MLS","2008-04-27","Los Angeles Galaxy",5,"Chivas USA",2,2.6068,3.1527,2.5027,3.25,3.25,3.1,"Pinnacle Sports","888sport","bet-at-home",22,22,22
"80156",331589,"USA: MLS","2008-04-27","New York Red Bulls",2,"San Jose Earthquakes",0,1.713,3.31,4.418,1.75,3.4,5.05,"bet-at-home","Unibet","Expekt",10,10,10
"80362",332064,"USA: MLS","2008-05-02","Toronto FC",1,"New York Red Bulls",1,2.3911,3.1667,2.65,2.45,3.3,2.8,"DOXXbet","bet365","Expekt",9,9,9
"80860",333018,"USA: MLS","2008-05-04","Columbus Crew",2,"Sporting Kansas City",1,1.9454,3.2125,3.5783,2.25,3.35,3.95,"Pinnacle Sports","Pinnacle Sports","Jetbull",24,24,24
"80861",333019,"USA: MLS","2008-05-04","New England Revoluti",0,"Chicago Fire",3,2.0588,3.1779,3.3629,2.6,3.52,4.15,"bet365","Pinnacle Sports","188BET",24,24,24
"80862",333020,"USA: MLS","2008-05-04","Houston Dynamo",0,"Chivas USA",0,1.968,3.205,3.431,2.1,3.25,3.65,"Unibet","DOXXbet","Betway",10,10,10
"80863",333021,"USA: MLS","2008-05-04","Real Salt Lake",2,"Los Angeles Galaxy",2,2.2292,3.2138,2.8825,2.5,3.4,3.3,"Pinnacle Sports","188BET","bwin",24,24,24
"80864",333022,"USA: MLS","2008-05-04","San Jose Earthquakes",0,"FC Dallas",0,2.95,3.185,2.175,3.1,3.25,2.2,"DOXXbet","Unibet","bet365",10,10,10
"80865",333023,"USA: MLS","2008-05-04","Colorado Rapids",2,"DC United",0,2.383,3.161,2.647,2.5,3.25,2.75,"DOXXbet","Unibet","bet-at-home",10,10,10
"81121",333540,"USA: MLS","2008-05-09","DC United",0,"Chicago Fire",2,2.046,3.19,3.241,2.12,3.25,3.5,"DOXXbet","bet365","bet365",10,10,10
"81540",334312,"USA: MLS","2008-05-11","Houston Dynamo",2,"Colorado Rapids",1,1.8813,3.2908,3.725,2.1,3.95,4.37,"bet365","Pinnacle Sports","Pinnacle Sports",24,24,24
"81541",334313,"USA: MLS","2008-05-11","Real Salt Lake",2,"FC Dallas",1,2.3579,3.1488,2.7733,2.7,3.25,3.6,"bet365","Unibet","Pinnacle Sports",24,24,24
"81542",334314,"USA: MLS","2008-05-11","San Jose Earthquakes",2,"Columbus Crew",3,2.9167,3.1888,2.2258,3.26,3.36,2.35,"Pinnacle Sports","Pinnacle Sports","Pinnacle Sports",24,24,24
"81543",334315,"USA: MLS","2008-05-11","Los Angeles Galaxy",1,"New York Red Bulls",2,2.1429,3.2413,3.0158,2.25,3.93,3.2,"888sport","Pinnacle Sports","188BET",24,24,24
"81544",334316,"USA: MLS","2008-05-11","Chivas USA",1,"New England Revoluti",2,2.3483,3.1925,2.7329,2.45,3.84,2.91,"bwin","Pinnacle Sports","Pinnacle Sports",24,24,24
"81791",334783,"USA: MLS","2008-05-16","Colorado Rapids",2,"Real Salt Lake",0,1.7918,3.2968,4.1295,2,3.79,4.51,"SBOBET","Pinnacle Sports","Pinnacle Sports",22,22,22
"81986",335140,"USA: MLS","2008-05-17","Toronto FC",0,"Columbus Crew",0,2.4564,3.1656,2.6208,2.8,3.44,2.92,"Ladbrokes","Pinnacle Sports","Pinnacle Sports",25,25,25
"82124",335507,"USA: MLS","2008-05-18","New England Revoluti",2,"San Jose Earthquakes",0,1.5984,3.4732,5.2436,1.7,4.08,6.5,"bwin","Pinnacle Sports","bet365",25,25,25
"82125",335508,"USA: MLS","2008-05-18","New York Red Bulls",1,"Sporting Kansas City",1,1.9352,3.2596,3.548,2,3.78,4.09,"Expekt","Pinnacle Sports","188BET",25,25,25
"82126",335509,"USA: MLS","2008-05-18","Chicago Fire",1,"Houston Dynamo",2,2.066,3.2112,3.2176,2.25,3.5,3.5,"188BET","Pinnacle Sports","888sport",25,25,25
"82127",335510,"USA: MLS","2008-05-18","Chivas USA",3,"DC United",1,2.1212,3.2252,3.088,2.2,3.79,3.3,"10Bet","Pinnacle Sports","bet365",25,25,25
"82128",335511,"USA: MLS","2008-05-18","FC Dallas",1,"Los Angeles Galaxy",5,2.0656,3.224,3.2044,2.22,3.77,3.4,"Pinnacle Sports","Pinnacle Sports","bet365",25,25,25
"82258",335801,"USA: MLS","2008-05-22","Toronto FC",1,"DC United",0,2.2376,3.2128,2.8912,2.9,3.46,3.35,"SBOBET","Pinnacle Sports","Betsson",25,25,25
"82275",335864,"USA: MLS","2008-05-23","San Jose Earthquakes",2,"Houston Dynamo",1,3.0712,3.3992,5.3184,4,7.5,75,"bet365","Expekt","Expekt",25,25,25
"82527",336390,"USA: MLS","2008-05-25","Columbus Crew",0,"New England Revoluti",1,2.242,3.1332,3.1636,4.33,3.4,6.5,"Ladbrokes","Pinnacle Sports","Ladbrokes",25,25,25
"82528",336391,"USA: MLS","2008-05-25","DC United",3,"Toronto FC",2,1.9396,3.2742,3.5371,2.25,3.5,4.09,"bet-at-home","bet365","10Bet",24,24,24
"82529",336392,"USA: MLS","2008-05-25","FC Dallas",2,"Real Salt Lake",1,1.8828,3.2696,3.7044,2,3.87,4.2,"Coral","Pinnacle Sports","bet365",25,25,25
"82530",336393,"USA: MLS","2008-05-25","Colorado Rapids",1,"Chivas USA",2,1.9864,3.2136,3.4144,2.29,3.41,3.75,"Pinnacle Sports","Pinnacle Sports","888sport",25,25,25
"82531",336394,"USA: MLS","2008-05-25","Los Angeles Galaxy",3,"Sporting Kansas City",1,1.8436,3.4236,4.9132,2.04,6,34,"William Hill","Ladbrokes","Ladbrokes",25,25,25
"82532",336395,"USA: MLS","2008-05-25","New York Red Bulls",1,"Chicago Fire",5,2.1113,3.2246,3.1167,2.25,3.5,3.6,"888sport","Pinnacle Sports","188BET",24,24,24
"82606",336619,"USA: MLS","2008-05-29","FC Dallas",2,"Houston Dynamo",2,2.4421,3.1454,2.6842,3,3.25,3.15,"188BET","888sport","bet-at-home",24,24,24
"82618",336667,"USA: MLS","2008-05-30","New England Revoluti",2,"DC United",2,1.7144,3.3724,4.448,1.82,3.59,5,"Pinnacle Sports","Pinnacle Sports","bet365",25,25,25
"82730",336907,"USA: MLS","2008-05-31","Toronto FC",2,"Los Angeles Galaxy",0,2.2072,3.1632,2.9844,2.39,3.34,3.4,"Pinnacle Sports","Pinnacle Sports","Betsson",25,25,25
"82823",337120,"USA: MLS","2008-06-01","Houston Dynamo",1,"New York Red Bulls",0,2.0176,3.2304,3.3468,2.24,3.5,3.75,"Pinnacle Sports","bet365","Betsson",25,25,25
"82824",337121,"USA: MLS","2008-06-01","Real Salt Lake",3,"San Jose Earthquakes",1,1.7516,3.3268,4.2556,1.9,3.84,4.99,"bet-at-home","Pinnacle Sports","Pinnacle Sports",25,25,25
"82825",337122,"USA: MLS","2008-06-01","Chivas USA",2,"Columbus Crew",0,2.1908,3.2408,2.9316,2.25,3.72,3.3,"888sport","Pinnacle Sports","bet365",25,25,25
"82826",337123,"USA: MLS","2008-06-01","Colorado Rapids",2,"FC Dallas",1,2.035,3.2188,3.2467,2.1,3.4,3.6,"bet-at-home","bet365","bet365",24,24,24
"82978",337410,"USA: MLS","2008-06-06","New York Red Bulls",1,"Chivas USA",0,2.105,3.1904,3.1325,2.29,3.35,3.5,"Betsson","DOXXbet","DOXXbet",24,24,24
"83002",337539,"USA: MLS","2008-06-07","New England Revoluti",2,"FC Dallas",1,1.672,3.7116,5.3344,1.85,12,23,"bwin","Ladbrokes","Ladbrokes",25,25,25
"83114",337783,"USA: MLS","2008-06-08","Columbus Crew",0,"San Jose Earthquakes",2,1.5642,3.5288,5.2817,1.6,3.8,5.9,"Betsafe","188BET","Betsson",24,24,24
"83115",337784,"USA: MLS","2008-06-08","Chicago Fire",1,"DC United",2,1.7267,3.3458,4.3458,1.88,3.45,5,"188BET","bwin","Jetbull",24,24,24
"83116",337785,"USA: MLS","2008-06-08","Real Salt Lake",0,"Sporting Kansas City",0,2.06,3.2321,3.1817,2.25,3.45,3.55,"BetVictor","188BET","188BET",24,24,24
"83117",337786,"USA: MLS","2008-06-08","Los Angeles Galaxy",3,"Colorado Rapids",2,2.0142,3.2154,3.3008,2.1,3.5,3.5,"888sport","bet365","188BET",24,24,24
"83143",337827,"USA: MLS","2008-06-09","Houston Dynamo",3,"Toronto FC",1,1.8292,3.3325,3.9583,2.04,3.63,4.59,"bet-at-home","Pinnacle Sports","188BET",24,24,24
"83192",337944,"USA: MLS","2008-06-13","Houston Dynamo",0,"New England Revoluti",2,2.1448,3.2416,3.0268,2.25,3.55,3.77,"bet-at-home","Pinnacle Sports","Pinnacle Sports",25,25,25
"83286",338208,"USA: MLS","2008-06-15","Toronto FC",3,"Colorado Rapids",1,1.9632,3.214,3.5204,2.23,3.33,3.95,"Pinnacle Sports","Pinnacle Sports","Betsson",25,25,25
"83287",338209,"USA: MLS","2008-06-15","DC United",4,"New York Red Bulls",1,1.8268,3.6636,4.98,2.1,12,34,"bet-at-home","Ladbrokes","Ladbrokes",25,25,25
"83288",338210,"USA: MLS","2008-06-15","Sporting Kansas City",0,"Columbus Crew",3,2.018,3.2556,3.3088,2.2,3.5,4.01,"Interwetten","bet365","Pinnacle Sports",25,25,25
"83289",338211,"USA: MLS","2008-06-15","San Jose Earthquakes",0,"Los Angeles Galaxy",3,2.7404,3.2444,2.3244,3.3,3.5,2.5,"188BET","bet365","bet-at-home",25,25,25
"83290",338212,"USA: MLS","2008-06-15","Chivas USA",0,"Real Salt Lake",1,1.6124,3.4132,5.2512,1.78,3.6,7,"Pinnacle Sports","bet365","bwin",25,25,25
"83291",338213,"USA: MLS","2008-06-15","FC Dallas",1,"Chicago Fire",0,2.5892,3.1692,2.4629,2.8,3.3,2.75,"Betsson","bet365","bet365",24,24,24
"83359",338353,"USA: MLS","2008-06-19","New England Revoluti",1,"New York Red Bulls",1,1.6404,3.4708,4.8488,1.7,4,6,"bet-at-home","bet365","Pinnacle Sports",24,24,24
"83360",338354,"USA: MLS","2008-06-19","Real Salt Lake",0,"San Jose Earthquakes",0,1.7225,3.3438,4.8496,2.75,3.95,9.5,"Ladbrokes","Pinnacle Sports","Ladbrokes",24,24,24
"83369",338367,"USA: MLS","2008-06-20","Chivas USA",2,"Chicago Fire",0,2.2563,3.225,2.8246,2.45,3.4,3.3,"bwin","Pinnacle Sports","bet365",24,24,24
"83414",338468,"USA: MLS","2008-06-21","Toronto FC",0,"Sporting Kansas City",0,1.7758,3.3142,4.1717,1.88,3.57,4.59,"188BET","Pinnacle Sports","Betsson",24,24,24
"83457",338576,"USA: MLS","2008-06-22","New York Red Bulls",1,"FC Dallas",0,1.9363,3.415,5.4333,2.04,7.5,51,"Expekt","Ladbrokes","Ladbrokes",24,24,24
"83458",338577,"USA: MLS","2008-06-22","Colorado Rapids",0,"Houston Dynamo",0,2.2471,3.1875,2.8954,2.63,3.3,3.45,"bet365","888sport","bwin",24,24,24
"83459",338578,"USA: MLS","2008-06-22","Real Salt Lake",2,"New England Revoluti",1,2.6142,3.2367,3.0063,2.9,4.5,17,"bwin","Ladbrokes","Ladbrokes",24,24,24
"83460",338579,"USA: MLS","2008-06-22","Los Angeles Galaxy",3,"Columbus Crew",3,1.8117,3.4058,3.8688,1.94,3.76,4.25,"Pinnacle Sports","Pinnacle Sports","Unibet",24,24,24
"83461",338580,"USA: MLS","2008-06-22","DC United",3,"San Jose Earthquakes",1,1.5757,3.6091,5.2296,1.75,4.12,6.5,"bet-at-home","Pinnacle Sports","bet365",23,23,23
"83556",338767,"USA: MLS","2008-06-27","Houston Dynamo",1,"FC Dallas",1,1.7292,3.3548,4.4056,1.85,3.68,5.67,"bet-at-home","Pinnacle Sports","Pinnacle Sports",25,25,25
"83654",338992,"USA: MLS","2008-06-29","Columbus Crew",2,"Colorado Rapids",1,1.8612,3.4644,5.6272,2.2,8.5,51,"Pinnacle Sports","Ladbrokes","Ladbrokes",25,25,25
"83655",338993,"USA: MLS","2008-06-29","New England Revoluti",2,"Toronto FC",1,1.6588,3.4252,4.7464,1.75,3.89,5.36,"Betsafe","Pinnacle Sports","Pinnacle Sports",25,25,25
"83656",338994,"USA: MLS","2008-06-29","Sporting Kansas City",1,"Real Salt Lake",0,2.0104,3.2512,3.3212,2.11,3.56,3.6,"Pinnacle Sports","Pinnacle Sports","bet365",25,25,25
"83657",338995,"USA: MLS","2008-06-29","Chicago Fire",0,"San Jose Earthquakes",0,1.5844,3.5036,5.3184,1.7,3.94,6.5,"Betsafe","Pinnacle Sports","bet365",25,25,25
"83658",338996,"USA: MLS","2008-06-29","Chivas USA",1,"New York Red Bulls",1,1.9052,3.2788,3.6104,2,3.55,4.11,"bet-at-home","Pinnacle Sports","Pinnacle Sports",25,25,25
"83659",338997,"USA: MLS","2008-06-29","DC United",4,"Los Angeles Galaxy",1,2.012,3.3048,3.2756,2.25,3.8,3.7,"bwin","Pinnacle Sports","SBOBET",25,25,25
"83749",339165,"USA: MLS","2008-07-04","Real Salt Lake",0,"Houston Dynamo",0,2.3724,3.1188,2.7804,2.7,3.25,3.45,"bet365","Betclic","bwin",25,25,25
"83796",339277,"USA: MLS","2008-07-05","FC Dallas",1,"Sporting Kansas City",1,2.5416,3.2376,3.2864,15,4,3.68,"Ladbrokes","Ladbrokes","Pinnacle Sports",25,25,25
"83797",339278,"USA: MLS","2008-07-05","Colorado Rapids",4,"New York Red Bulls",0,2.0176,3.2212,3.346,2.25,3.32,4.29,"bet-at-home","10Bet","Pinnacle Sports",25,25,25
"83798",339279,"USA: MLS","2008-07-05","Los Angeles Galaxy",1,"New England Revoluti",2,2.3472,3.2176,2.7092,2.64,3.5,2.85,"Pinnacle Sports","bet365","Betsafe",25,25,25
"83862",339384,"USA: MLS","2008-07-06","Columbus Crew",2,"Chicago Fire",2,2.2044,3.1716,3,2.41,3.3,3.45,"Pinnacle Sports","Pinnacle Sports","Betsson",25,25,25
"83863",339385,"USA: MLS","2008-07-06","Chivas USA",1,"San Jose Earthquakes",0,1.6744,3.39,4.7472,1.8,3.7,5.75,"bet-at-home","Pinnacle Sports","Pinnacle Sports",25,25,25
"83912",339515,"USA: MLS","2008-07-11","Sporting Kansas City",2,"New York Red Bulls",1,2.18,3.2224,2.9624,2.35,3.37,3.26,"188BET","Pinnacle Sports","Pinnacle Sports",25,25,25
"83913",339516,"USA: MLS","2008-07-11","Los Angeles Galaxy",1,"Chivas USA",1,2.186,3.2368,2.9592,2.46,3.42,3.5,"Pinnacle Sports","Pinnacle Sports","bet-at-home",25,25,25
"83958",339616,"USA: MLS","2008-07-12","San Jose Earthquakes",1,"Colorado Rapids",1,2.4876,3.1996,2.5748,3.07,3.36,2.85,"Pinnacle Sports","Pinnacle Sports","Betsafe",25,25,25
"84018",339733,"USA: MLS","2008-07-13","Chicago Fire",2,"Toronto FC",1,1.8608,3.3724,3.9268,2,5,10,"Unibet","Ladbrokes","Ladbrokes",25,25,25
"84019",339734,"USA: MLS","2008-07-13","Real Salt Lake",2,"Columbus Crew",0,2.1744,3.2488,3.1956,2.29,4,9.5,"888sport","Ladbrokes","Ladbrokes",25,25,25
"84132",339879,"USA: MLS","2008-07-18","Columbus Crew",3,"Sporting Kansas City",3,1.8636,3.268,3.8324,2.06,3.41,4.33,"Pinnacle Sports","Pinnacle Sports","Coral",25,25,25
"84196",339982,"USA: MLS","2008-07-19","Toronto FC",0,"San Jose Earthquakes",0,1.712,3.3448,4.4828,1.77,3.65,5.22,"Pinnacle Sports","Pinnacle Sports","Pinnacle Sports",25,25,25
"84278",340130,"USA: MLS","2008-07-20","New York Red Bulls",2,"Los Angeles Galaxy",2,2.1596,3.2388,3.0016,2.29,3.68,3.5,"Betsson","Pinnacle Sports","188BET",25,25,25
"84279",340131,"USA: MLS","2008-07-20","Chicago Fire",0,"Real Salt Lake",0,1.8388,3.2708,3.88,1.91,3.59,4.84,"Betway","Pinnacle Sports","Pinnacle Sports",25,25,25
"84280",340132,"USA: MLS","2008-07-20","FC Dallas",2,"Colorado Rapids",2,2.0116,3.2252,3.3436,2.18,3.5,3.5,"Pinnacle Sports","Pinnacle Sports","bet365",25,25,25
"84353",340251,"USA: MLS","2008-07-24","DC United",0,"Houston Dynamo",2,2.0636,3.2827,3.1273,2.2,3.51,3.4,"Expekt","10Bet","Interwetten",11,11,11
"84586",340655,"USA: MLS","2008-07-27","San Jose Earthquakes",1,"New York Red Bulls",1,2.4892,3.195,2.5817,2.85,3.35,2.75,"188BET","Pinnacle Sports","bet-at-home",24,24,24
"84604",340692,"USA: MLS","2008-07-28","FC Dallas",4,"Los Angeles Galaxy",0,2.2784,3.224,2.796,2.38,3.52,3.06,"Ladbrokes","Pinnacle Sports","Pinnacle Sports",25,25,25
"84605",340693,"USA: MLS","2008-07-28","Sporting Kansas City",0,"Chicago Fire",0,2.3188,3.2032,2.7612,2.64,3.3,2.99,"Pinnacle Sports","188BET","Pinnacle Sports",25,25,25
"84606",340694,"USA: MLS","2008-07-28","Colorado Rapids",0,"Columbus Crew",2,2.1044,3.2224,3.1104,2.25,3.44,3.7,"bet-at-home","Pinnacle Sports","188BET",25,25,25
"84629",340729,"USA: MLS","2008-07-29","Real Salt Lake",2,"Toronto FC",1,1.8328,3.314,3.9264,1.91,3.64,4.75,"888sport","Pinnacle Sports","bet365",25,25,25
"84966",341338,"USA: MLS","2008-08-03","DC United",2,"Sporting Kansas City",0,1.881,3.285,3.655,1.95,3.4,4,"Expekt","bwin","Unibet",10,10,10
"84967",341339,"USA: MLS","2008-08-03","Chicago Fire",1,"Chivas USA",0,2.1021,3.2313,3.1817,2.29,3.42,3.56,"Betsson","Pinnacle Sports","Pinnacle Sports",24,24,24
"84968",341340,"USA: MLS","2008-08-03","Houston Dynamo",2,"Columbus Crew",0,1.9613,3.3058,3.5046,2.2,3.67,4.45,"bet-at-home","Pinnacle Sports","Pinnacle Sports",24,24,24
"84969",341341,"USA: MLS","2008-08-03","San Jose Earthquakes",3,"Los Angeles Galaxy",2,2.7561,3.2343,2.323,3,3.5,2.61,"Unibet","bet365","Pinnacle Sports",23,23,23
"84970",341342,"USA: MLS","2008-08-03","Toronto FC",0,"FC Dallas",2,2.1617,3.2239,3.0439,2.31,3.35,3.36,"Pinnacle Sports","188BET","Pinnacle Sports",23,23,23
"85423",342172,"USA: MLS","2008-08-09","Colorado Rapids",0,"Toronto FC",1,1.7562,3.4076,4.2486,2.2,3.81,5.25,"bwin","Pinnacle Sports","bet365",21,21,21
"85580",342476,"USA: MLS","2008-08-10","New England Revoluti",1,"Chicago Fire",2,1.9096,3.2665,3.6426,2.02,3.58,4,"Pinnacle Sports","Pinnacle Sports","bet365",23,23,23
"85581",342477,"USA: MLS","2008-08-10","Sporting Kansas City",3,"Chivas USA",2,2.1965,3.2413,2.9426,2.27,3.5,3.3,"Pinnacle Sports","Pinnacle Sports","Pinnacle Sports",23,23,23
"85582",342478,"USA: MLS","2008-08-10","New York Red Bulls",4,"DC United",1,2.291,3.21,2.758,2.37,3.25,2.85,"bet365","bwin","Expekt",10,10,10
"85881",342936,"USA: MLS","2008-08-15","Chivas USA",2,"Los Angeles Galaxy",2,2.2918,3.2523,2.7677,2.48,3.85,2.9,"188BET","Pinnacle Sports","Expekt",22,22,22
"86319",343724,"USA: MLS","2008-08-17","Columbus Crew",2,"FC Dallas",1,1.8896,3.3278,3.6374,2.09,3.69,3.9,"Pinnacle Sports","Pinnacle Sports","Betsson",23,23,23
"86320",343725,"USA: MLS","2008-08-17","Chicago Fire",0,"DC United",1,1.861,3.305,3.807,2.15,3.5,4.2,"Expekt","bwin","bet-at-home",10,10,10
"86321",343726,"USA: MLS","2008-08-17","Houston Dynamo",4,"Real Salt Lake",3,1.6948,3.4217,4.5013,1.85,3.95,5.75,"bet-at-home","Pinnacle Sports","bet365",23,23,23
"86322",343727,"USA: MLS","2008-08-17","Colorado Rapids",2,"Sporting Kansas City",1,2.1214,3.225,3.1109,2.25,3.4,3.65,"Betway","Pinnacle Sports","Pinnacle Sports",22,22,22
"86323",343728,"USA: MLS","2008-08-17","San Jose Earthquakes",4,"New England Revoluti",0,2.9626,3.2422,2.1804,3.41,3.52,2.35,"Pinnacle Sports","Pinnacle Sports","bet-at-home",23,23,23
"86324",343729,"USA: MLS","2008-08-17","New York Red Bulls",2,"Toronto FC",0,1.76,3.4059,4.1873,2.04,3.83,5.22,"bet-at-home","Pinnacle Sports","Pinnacle Sports",22,22,22
